gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000002778,6998,7995,8430,8309,7923,9146
ENSMUSG00000002781,803,920,858,757,854,1040
ENSMUSG00000002791,0,1,1,0,0,3
ENSMUSG00000002797,512,601,538,622,549,574
ENSMUSG00000002799,2970,2964,3276,3958,5026,2686
ENSMUSG00000002803,711,881,916,666,960,1060
ENSMUSG00000002804,663,776,794,847,888,953
ENSMUSG00000002808,7,9,12,14,7,6
ENSMUSG00000002812,15227,15861,16751,15744,22074,17624
ENSMUSG00000002814,1712,2015,2020,2193,2117,2194
ENSMUSG00000002820,2309,2955,2808,2390,2617,2805
ENSMUSG00000002825,1972,2413,2287,2322,2436,2635
ENSMUSG00000002831,10,14,7,8,7,16
ENSMUSG00000002833,9171,10488,11703,10742,11688,11013
ENSMUSG00000002835,7917,8971,9229,8957,8198,8851
ENSMUSG00000002844,6419,7920,7656,7447,8043,7752
ENSMUSG00000002845,3085,3845,3243,3891,3857,3918
ENSMUSG00000002846,2985,3656,3415,3260,4526,3596
ENSMUSG00000002847,747,775,911,1187,1552,1632
ENSMUSG00000002870,22045,25010,23751,23656,22483,26865
ENSMUSG00000002871,1595,1960,1961,1952,2026,2184
ENSMUSG00000002881,2617,2908,2513,2742,3029,2836
ENSMUSG00000002885,8999,10016,9142,9541,13632,11387
ENSMUSG00000002897,1315,1515,1475,1509,1567,1535
ENSMUSG00000002900,13706,15137,14010,20995,15760,16935
ENSMUSG00000002908,380,347,364,493,555,341
ENSMUSG00000002910,454,552,494,342,329,536
ENSMUSG00000002930,0,0,0,0,0,0
ENSMUSG00000002944,0,0,0,1,0,0
ENSMUSG00000002948,2820,3385,2986,3540,3510,3321
ENSMUSG00000002949,5057,6278,6340,5432,6234,6635
ENSMUSG00000002957,13068,14563,15265,14237,15166,13373
ENSMUSG00000002963,1566,1914,2109,1732,1863,1844
ENSMUSG00000002968,2991,3554,3715,3128,3472,3816
ENSMUSG00000002980,535,621,562,745,747,505
ENSMUSG00000002981,4710,5938,5445,5689,5766,5944
ENSMUSG00000002983,919,1159,1151,1028,1279,998
ENSMUSG00000002984,4817,5807,6221,5664,5308,5259
ENSMUSG00000002985,344,385,418,726,771,424
ENSMUSG00000002992,0,0,0,0,0,0
ENSMUSG00000002996,3485,4609,4150,4946,4934,5206
ENSMUSG00000002997,55,110,73,156,119,94
ENSMUSG00000003031,3190,4116,3212,2958,3556,3726
ENSMUSG00000003032,284,400,370,715,698,354
ENSMUSG00000003033,5132,6418,6128,6006,6124,5901
ENSMUSG00000003037,5057,5879,5811,5865,5993,6144
ENSMUSG00000003038,5652,6915,7069,8525,7191,7046
ENSMUSG00000003039,5253,5448,5918,6331,6005,5515
ENSMUSG00000003051,391,619,438,378,306,841
ENSMUSG00000003053,2,0,0,0,0,0
ENSMUSG00000003062,1258,1484,1440,1446,1792,1420
ENSMUSG00000003068,4966,6042,6401,5957,5519,5780
ENSMUSG00000003070,594,696,726,752,593,790
ENSMUSG00000003072,15825,18874,19977,17720,17594,18195
ENSMUSG00000003099,13681,16777,16504,14948,16444,18433
ENSMUSG00000003119,7786,8114,5797,8933,7681,9054
ENSMUSG00000003123,325,309,365,421,282,315
ENSMUSG00000003131,6435,7105,5696,7485,7093,6997
ENSMUSG00000003134,1155,1317,968,1410,1920,1474
ENSMUSG00000003135,4038,4811,4409,5529,4810,4623
ENSMUSG00000003153,12915,14746,25466,37479,16204,18136
ENSMUSG00000003154,2100,2453,1745,2300,2844,2526
ENSMUSG00000003161,4347,5181,5503,4605,6754,6184
ENSMUSG00000003166,3624,4510,4386,4453,4257,4731
ENSMUSG00000003184,1479,1647,1680,1541,1479,1918
ENSMUSG00000003190,464,589,491,427,449,605
ENSMUSG00000003198,292,408,386,555,505,385
ENSMUSG00000003199,2298,2986,3023,2865,3343,3149
ENSMUSG00000003200,5288,6386,6218,6695,6133,6226
ENSMUSG00000003206,15,22,22,6,10,15
ENSMUSG00000003208,825,1010,1052,1148,1091,1119
ENSMUSG00000003226,27584,30580,18243,30531,29835,30682
ENSMUSG00000003227,0,0,0,1,0,0
ENSMUSG00000003228,206,276,249,314,151,231
ENSMUSG00000003233,5952,6461,5108,5601,6921,7157
ENSMUSG00000003234,4354,5263,5125,4781,5838,5432
ENSMUSG00000003235,10159,12044,12800,11316,13005,12411
ENSMUSG00000003269,4478,5503,4922,5832,5146,5119
ENSMUSG00000003271,55,80,55,72,46,91
ENSMUSG00000003273,416,552,612,572,565,704
ENSMUSG00000003279,137,137,85,169,187,103
ENSMUSG00000003282,142,144,82,176,190,109
ENSMUSG00000003283,2,2,7,17,6,8
ENSMUSG00000003299,3776,4818,5008,4295,4638,4880
ENSMUSG00000003308,3183,3665,3614,3715,3735,3730
ENSMUSG00000003309,7,5,13,7,3,96
ENSMUSG00000003316,14845,16304,13467,15619,15698,17999
ENSMUSG00000003341,67,52,69,96,60,98
ENSMUSG00000003344,1124,1351,1402,1144,1575,1327
ENSMUSG00000003345,11889,14147,15149,14015,12633,13663
ENSMUSG00000003346,2706,3145,3331,3283,2991,3077
ENSMUSG00000003348,2601,3042,2779,3075,3329,3038
ENSMUSG00000003352,2243,2728,3214,2730,3224,3035
ENSMUSG00000003354,7,12,12,2,5,17
ENSMUSG00000003355,999,1436,901,271,67,1123
ENSMUSG00000003360,8681,10811,9989,9424,10329,10391
ENSMUSG00000003363,1019,1155,877,1097,982,2954
ENSMUSG00000003378,492,565,685,647,765,629
ENSMUSG00000003379,18,19,23,22,19,43
ENSMUSG00000003380,1562,2165,1894,1934,1785,2048
ENSMUSG00000003382,2385,3428,2027,3096,3759,3540
ENSMUSG00000003402,10519,13313,14121,12734,13656,13481
ENSMUSG00000003410,49,43,25,58,49,19
ENSMUSG00000003411,325,349,411,409,445,329
ENSMUSG00000003418,10,17,5,14,14,11
ENSMUSG00000003420,14,7,9,33,5,14
ENSMUSG00000003421,2035,2447,2361,2401,2240,2297
ENSMUSG00000003423,2890,3220,3780,3471,3545,3340
ENSMUSG00000003429,32725,41237,44208,39582,41925,38918
ENSMUSG00000003435,12670,14891,15273,14110,16145,16154
ENSMUSG00000003436,59,55,50,55,71,71
ENSMUSG00000003437,3021,3341,3521,3457,3280,3266
ENSMUSG00000003438,2608,3102,3178,2855,3017,3016
ENSMUSG00000003444,433,540,499,589,581,552
ENSMUSG00000003452,8,15,6,19,10,7
ENSMUSG00000003458,7580,9175,7270,8401,8638,9313
ENSMUSG00000003464,5135,6349,5733,5643,6411,6810
ENSMUSG00000003469,13,9,9,21,12,17
ENSMUSG00000003476,9,8,10,18,11,8
ENSMUSG00000003477,0,0,0,0,0,0
ENSMUSG00000003484,1,2,0,1,3,1
ENSMUSG00000003500,4918,5488,5081,5346,4720,5336
ENSMUSG00000003505,3,3,4,1,1,9
ENSMUSG00000003518,4690,5951,5463,6053,7069,6303
ENSMUSG00000003526,6934,9734,9650,8726,9076,11150
ENSMUSG00000003527,2075,2546,2513,2369,2609,2405
ENSMUSG00000003528,4245,4825,5436,4722,4203,5103
ENSMUSG00000003531,2482,3211,3384,3021,3259,3139
ENSMUSG00000003534,5342,6157,5408,6675,6432,7445
ENSMUSG00000003541,1690,1966,1605,3462,660,1870
ENSMUSG00000003545,315,346,262,1737,1458,345
ENSMUSG00000003546,764,1040,852,1025,735,1187
ENSMUSG00000003549,3631,3797,4495,4671,4810,3927
ENSMUSG00000003555,0,0,1,1,2,0
ENSMUSG00000003559,85,212,52,98,6,130
ENSMUSG00000003573,1510,1375,1600,1970,2712,1852
ENSMUSG00000003575,1007,1205,1024,1138,1108,1275
ENSMUSG00000003581,1007,1099,1096,1273,1268,1354
ENSMUSG00000003585,524,630,540,589,512,647
ENSMUSG00000003604,1624,1904,1861,1827,1395,1570
ENSMUSG00000003617,9,8,13,31,11,8
ENSMUSG00000003623,2225,3434,2582,3508,2458,4682
ENSMUSG00000003644,7595,9003,9095,7899,8879,9078
ENSMUSG00000003657,0,0,0,1,1,0
ENSMUSG00000003660,28532,34395,29511,30302,35796,33505
ENSMUSG00000003662,3916,4693,4651,4716,4505,4318
ENSMUSG00000003665,0,4,1,3,1,1
ENSMUSG00000003680,894,1066,1068,1087,925,1181
ENSMUSG00000003721,1440,1664,1355,1769,1884,1578
ENSMUSG00000003731,7206,7980,6509,7355,8371,8519
ENSMUSG00000003746,2411,3331,1896,1812,3386,2900
ENSMUSG00000003752,570,664,650,605,824,650
ENSMUSG00000003762,539,644,644,698,608,726
ENSMUSG00000003778,11584,14287,12400,14615,16665,14714
ENSMUSG00000003779,16919,18534,16991,18024,19200,19414
ENSMUSG00000003808,5223,6011,6072,6451,6469,6474
ENSMUSG00000003809,3178,3635,3834,3628,4500,4084
ENSMUSG00000003810,12275,15582,13429,12662,14752,13375
ENSMUSG00000003812,1667,1970,1709,1725,1320,2588
ENSMUSG00000003813,6389,7997,7685,7042,7367,7300
ENSMUSG00000003814,56977,69058,64496,54535,66617,70397
ENSMUSG00000003824,1825,1922,2065,2284,2029,2258
ENSMUSG00000003847,9047,7661,4892,11739,11256,7884
ENSMUSG00000003848,4104,5012,4920,5406,5130,5029
ENSMUSG00000003849,446,344,338,458,467,424
ENSMUSG00000003863,365,412,348,318,426,531
ENSMUSG00000003865,3808,5043,5421,4948,4838,5105
ENSMUSG00000003868,7393,8851,9268,8715,8429,8110
ENSMUSG00000003872,31,38,34,57,64,40
ENSMUSG00000003873,2128,2525,2632,2784,2930,2564
ENSMUSG00000003882,0,0,0,0,0,0
ENSMUSG00000003923,5482,6374,5925,6333,6276,6395
ENSMUSG00000003929,1298,1505,1028,1328,1660,1378
ENSMUSG00000003934,178,226,197,274,243,296
ENSMUSG00000003948,1106,1147,1261,1635,1370,1289
ENSMUSG00000003949,12,11,21,22,13,19
ENSMUSG00000003955,2393,3448,3559,4044,3023,2579
ENSMUSG00000003970,94896,114174,127325,111774,122641,109229
ENSMUSG00000003974,0,0,0,0,0,0
ENSMUSG00000003992,780,997,1072,1256,1551,973
ENSMUSG00000004018,365,470,460,555,482,468
ENSMUSG00000004031,20,12,9,22,10,5
ENSMUSG00000004032,1282,1602,1454,1434,1379,1579
ENSMUSG00000004035,215,265,306,237,216,329
ENSMUSG00000004038,1,0,0,5,1,1
ENSMUSG00000004040,8072,10069,8179,9630,10001,12003
ENSMUSG00000004043,1301,1408,1456,1432,1528,1609
ENSMUSG00000004044,8167,8999,8934,10102,9691,8039
ENSMUSG00000004054,2864,3214,3282,3548,3385,3357
ENSMUSG00000004056,1685,2135,1902,2126,1982,2066
ENSMUSG00000004069,6244,7616,6980,6550,8752,8417
ENSMUSG00000004070,3306,4155,4182,3840,4135,4373
ENSMUSG00000004071,2837,3515,3047,3944,3693,3300
ENSMUSG00000004085,5400,5763,5609,7398,6916,4943
ENSMUSG00000004096,6801,8629,8279,8139,8295,7851
ENSMUSG00000004098,817,1278,704,922,870,1350
ENSMUSG00000004099,27317,28823,28836,28282,28458,30168
ENSMUSG00000004100,8830,10194,10950,10236,9862,10796
ENSMUSG00000004105,26,24,18,81,35,40
ENSMUSG00000004110,4,3,1,2,13,6
ENSMUSG00000004113,138,179,162,193,309,140
ENSMUSG00000004127,1676,1851,1577,2203,1943,1805
ENSMUSG00000004151,40,22,26,39,36,24
ENSMUSG00000004187,354,400,447,342,398,408
ENSMUSG00000004207,50312,61214,57351,54726,62479,66838
ENSMUSG00000004221,1706,1899,1483,1771,1861,2134
ENSMUSG00000004231,30,27,54,45,66,35
ENSMUSG00000004233,663,943,629,734,834,880
ENSMUSG00000004263,987,1193,1206,1138,1130,1088
ENSMUSG00000004264,18151,22163,22017,21081,19567,20138
ENSMUSG00000004266,1886,2836,2459,2826,1763,2883
ENSMUSG00000004267,2038,2509,2507,1510,2752,2624
ENSMUSG00000004268,6697,8111,7913,7664,7626,7907
ENSMUSG00000004270,4848,5806,4829,5986,4819,5751
ENSMUSG00000004285,5306,6489,6428,6590,5817,7169
ENSMUSG00000004296,0,0,0,0,0,0
ENSMUSG00000004317,19694,19727,16045,20517,23529,20770
ENSMUSG00000004319,6050,6733,5262,7629,6547,6968
ENSMUSG00000004328,901,1296,571,659,861,1518
ENSMUSG00000004341,0,0,1,0,0,0
ENSMUSG00000004344,0,0,0,0,0,0
ENSMUSG00000004347,69,70,35,97,93,78
ENSMUSG00000004356,16947,18693,14657,18884,20550,18565
ENSMUSG00000004359,0,0,0,0,0,0
ENSMUSG00000004360,9,12,13,16,1,8
ENSMUSG00000004364,10718,12770,10881,12749,12550,11408
ENSMUSG00000004366,0,0,0,0,0,0
ENSMUSG00000004371,88,74,90,113,175,54
ENSMUSG00000004383,1254,1300,1404,1622,1624,1486
ENSMUSG00000004393,6156,7770,7989,7396,7363,7388
ENSMUSG00000004394,2952,3761,2990,3053,4026,3631
ENSMUSG00000004415,13,7,5,13,2,17
ENSMUSG00000004446,1103,1295,1103,1435,1482,1329
ENSMUSG00000004451,5740,7275,6748,7472,6774,7958
ENSMUSG00000004455,9115,9796,9201,9581,8881,10029
ENSMUSG00000004460,7345,9311,8068,8249,8643,8034
ENSMUSG00000004462,1237,1491,1135,1410,1559,1672
ENSMUSG00000004473,63,85,53,58,88,63
ENSMUSG00000004500,880,968,931,844,989,1041
ENSMUSG00000004508,179,286,190,242,160,399
ENSMUSG00000004530,24112,25535,23371,26791,29578,25388
ENSMUSG00000004535,11279,14334,11819,13664,14158,13378
ENSMUSG00000004540,25,14,17,37,18,24
ENSMUSG00000004542,23,17,15,21,3,67
ENSMUSG00000004552,0,0,0,2,2,0
ENSMUSG00000004558,663,808,668,999,642,949
ENSMUSG00000004561,801,1083,879,887,902,1117
ENSMUSG00000004562,3023,4228,3283,3525,3434,4122
ENSMUSG00000004565,5952,6981,6036,6152,6770,6809
ENSMUSG00000004567,4615,5816,5019,4839,6060,6909
ENSMUSG00000004568,2544,3008,2540,2789,2752,3329
ENSMUSG00000004591,8466,9839,6830,9567,9216,9744
ENSMUSG00000004609,0,1,0,0,0,2
ENSMUSG00000004610,146,209,182,194,234,191
ENSMUSG00000004612,0,0,0,0,0,0
ENSMUSG00000004626,7651,8791,8998,8678,11532,9986
ENSMUSG00000004630,0,0,2,0,4,1
ENSMUSG00000004631,219,213,160,302,169,205
ENSMUSG00000004633,104,108,95,165,86,78
ENSMUSG00000004637,587,592,561,632,636,675
ENSMUSG00000004642,6101,6619,5887,7263,5844,6606
ENSMUSG00000004651,0,0,0,0,0,0
ENSMUSG00000004654,0,0,0,0,0,0
ENSMUSG00000004655,0,0,0,0,0,1
ENSMUSG00000004661,1881,1998,1903,2251,2284,1933
ENSMUSG00000004665,12584,15317,15356,12137,16762,15686
ENSMUSG00000004667,12574,14475,15557,14226,17260,14595
ENSMUSG00000004668,1,2,0,1,1,0
ENSMUSG00000004677,5654,5905,5298,6763,7404,6554
ENSMUSG00000004698,13,18,19,15,39,32
ENSMUSG00000004707,0,1,0,0,0,0
ENSMUSG00000004709,0,0,0,0,0,0
ENSMUSG00000004730,0,0,0,0,0,0
ENSMUSG00000004748,743,1018,1047,876,1047,1115
ENSMUSG00000004768,2320,2478,2269,2645,3145,2740
ENSMUSG00000004771,4076,4857,4588,4951,5317,4570
ENSMUSG00000004788,4093,4765,4930,4881,5077,4583
ENSMUSG00000004789,16091,18555,17575,18222,19340,18637
ENSMUSG00000004791,143,76,152,103,127,157
ENSMUSG00000004798,1240,1269,1187,1593,1767,1453
ENSMUSG00000004814,0,0,0,0,0,0
ENSMUSG00000004815,1496,1591,1408,1553,1360,1823
ENSMUSG00000004821,0,0,0,0,0,0
ENSMUSG00000004837,11,9,13,20,2,14
ENSMUSG00000004842,0,0,0,0,0,0
ENSMUSG00000004843,2573,2929,2766,3194,3107,3166
ENSMUSG00000004846,5802,7124,6707,6747,7552,7427
ENSMUSG00000004849,6907,7677,7221,7168,7829,7707
ENSMUSG00000004864,726,796,920,881,1309,975
ENSMUSG00000004865,14672,16115,15181,16203,15635,16602
ENSMUSG00000004872,401,358,481,588,485,364
ENSMUSG00000004880,12467,14988,10670,14264,13426,13629
ENSMUSG00000004885,27,45,41,57,53,21
ENSMUSG00000004891,6769,7417,8127,9302,7986,7814
ENSMUSG00000004892,182,226,253,302,405,221
ENSMUSG00000004894,1,1,2,3,1,0
ENSMUSG00000004895,4487,5127,5563,5464,4984,5299
ENSMUSG00000004896,1740,2297,2023,1638,1566,2325
ENSMUSG00000004897,47533,51438,56848,54781,48056,51959
ENSMUSG00000004902,20,34,28,56,64,30
ENSMUSG00000004929,5046,5820,6275,5722,5091,5669
ENSMUSG00000004931,3455,4053,3825,3850,3803,3807
ENSMUSG00000004933,32,58,39,18,22,19
ENSMUSG00000004934,2219,2601,2761,2476,2857,2848
ENSMUSG00000004936,10328,12766,11418,12837,12932,12631
ENSMUSG00000004937,8290,10115,10488,10113,9527,10625
ENSMUSG00000004939,0,0,0,0,0,0
ENSMUSG00000004945,1479,1969,1864,1940,2044,2182
ENSMUSG00000004947,2498,2711,2765,3459,2692,3265
ENSMUSG00000004948,2,2,1,11,0,0
ENSMUSG00000004951,7074,9459,8763,10074,8889,9655
ENSMUSG00000004952,1092,1158,1460,1358,2328,1620
ENSMUSG00000004961,27,6,9,6,2,5
ENSMUSG00000004980,80207,101209,86172,101688,86924,94074
ENSMUSG00000004988,1,1,0,1,1,0
ENSMUSG00000004994,861,1076,1029,888,1257,1222
ENSMUSG00000004996,3060,3541,3836,3455,3869,3892
ENSMUSG00000005034,3999,4469,3458,4517,4560,4384
ENSMUSG00000005043,1566,1978,1619,1373,1705,2264
ENSMUSG00000005045,101,105,83,104,131,141
ENSMUSG00000005054,5616,7037,5446,5884,6515,6856
ENSMUSG00000005057,3225,3392,3891,3827,3813,4025
ENSMUSG00000005069,3673,4727,3626,4892,4031,4695
ENSMUSG00000005078,2439,2895,2439,2726,2841,3129
ENSMUSG00000005087,67,18,4,21,2,90
ENSMUSG00000005089,5,5,6,49,14,11
ENSMUSG00000005102,2405,2790,2404,2796,2830,3283
ENSMUSG00000005103,13872,16325,14433,15894,15791,16645
ENSMUSG00000005107,43,55,31,69,41,62
ENSMUSG00000005124,299,376,143,471,223,127
ENSMUSG00000005125,3867,4766,5235,6307,5494,4589
ENSMUSG00000005131,106,131,85,106,173,135
ENSMUSG00000005142,4658,5892,5816,5571,7226,7055
ENSMUSG00000005148,11337,13243,9046,14584,17013,13597
ENSMUSG00000005150,1532,1757,2053,1625,1625,1974
ENSMUSG00000005161,11239,12894,13666,13543,13728,16041
ENSMUSG00000005198,31890,34435,30005,29928,29398,38165
ENSMUSG00000005202,0,0,0,0,0,0
ENSMUSG00000005204,9994,12260,11476,11491,11793,11819
ENSMUSG00000005220,2,2,4,14,2,6
ENSMUSG00000005225,2608,2631,2174,2779,2662,2762
ENSMUSG00000005232,0,2,0,0,0,1
ENSMUSG00000005233,3845,4453,4288,4632,5342,4525
ENSMUSG00000005237,15,14,22,54,35,21
ENSMUSG00000005251,1218,1663,1498,1742,1766,1598
ENSMUSG00000005262,3654,3937,3548,4226,4141,4193
ENSMUSG00000005267,106,101,63,167,225,159
ENSMUSG00000005268,54,58,42,58,42,55
ENSMUSG00000005299,6094,7087,7385,6954,7848,7434
ENSMUSG00000005312,18886,21755,19238,20794,23620,20760
ENSMUSG00000005320,8306,10278,8457,7321,8423,9379
ENSMUSG00000005338,9,6,7,45,27,6
ENSMUSG00000005339,0,0,0,0,0,0
ENSMUSG00000005354,8781,10934,10529,10424,12279,10774
ENSMUSG00000005355,0,0,0,0,0,0
ENSMUSG00000005357,89,115,85,124,137,59
ENSMUSG00000005360,1,1,1,3,3,3
ENSMUSG00000005362,2215,2652,2216,2562,3037,2843
ENSMUSG00000005364,1775,1709,2058,2828,3017,1221
ENSMUSG00000005370,18016,19333,18858,20693,22058,19062
ENSMUSG00000005371,4791,5426,4840,6352,5952,5305
ENSMUSG00000005373,338,409,318,388,462,479
ENSMUSG00000005374,2895,3584,3200,3612,2800,3395
ENSMUSG00000005378,4959,6054,5508,5549,5297,5845
ENSMUSG00000005397,31450,27630,22368,27638,30334,40996
ENSMUSG00000005410,19551,22199,22734,23732,20800,21971
ENSMUSG00000005413,7019,10525,7760,9439,9241,9902
ENSMUSG00000005417,17218,17537,17611,18089,23256,19590
ENSMUSG00000005442,3954,3823,3713,4116,4468,4570
ENSMUSG00000005447,1065,1401,1441,1379,1159,1238
ENSMUSG00000005465,0,2,1,3,1,2
ENSMUSG00000005469,3194,3582,4087,3705,4078,3609
ENSMUSG00000005470,3939,4458,3850,3861,3708,4351
ENSMUSG00000005474,2,5,8,2,6,15
ENSMUSG00000005481,12548,13712,14438,15302,12677,13417
ENSMUSG00000005483,4352,5636,5506,6076,6659,6289
ENSMUSG00000005493,6,3,6,12,12,4
ENSMUSG00000005501,1547,1781,1620,1539,1645,1873
ENSMUSG00000005503,18,16,40,54,56,16
ENSMUSG00000005505,1620,1938,1670,1768,1893,2081
ENSMUSG00000005506,34268,39765,31270,36016,37528,42609
ENSMUSG00000005510,4077,5137,5287,4555,5436,5440
ENSMUSG00000005514,8563,9167,9665,9882,9037,10378
ENSMUSG00000005533,5553,6186,4980,6269,8789,6440
ENSMUSG00000005534,6213,6500,5279,7671,7153,7077
ENSMUSG00000005540,0,0,1,0,0,0
ENSMUSG00000005547,0,0,0,0,0,0
ENSMUSG00000005553,1,1,1,4,0,9
ENSMUSG00000005566,30602,35589,39103,39758,37389,36102
ENSMUSG00000005575,6964,8283,8064,7394,7950,8339
ENSMUSG00000005580,599,557,418,660,641,627
ENSMUSG00000005583,12,12,12,19,14,4
ENSMUSG00000005609,8396,10895,9278,12004,15851,10262
ENSMUSG00000005610,82278,96049,74026,98261,100818,92006
ENSMUSG00000005611,1,4,4,13,2,4
ENSMUSG00000005615,1910,2171,1870,2115,2752,2209
ENSMUSG00000005621,4485,4661,4700,5920,5378,5921
ENSMUSG00000005625,15234,17849,18419,16808,16210,18311
ENSMUSG00000005628,7,33,30,19,25,21
ENSMUSG00000005640,17,37,18,59,12,50
ENSMUSG00000005649,3,10,5,11,2,4
ENSMUSG00000005656,4443,5445,4974,5426,5435,6160
ENSMUSG00000005667,12460,19212,16917,12991,18702,16855
ENSMUSG00000005672,130,209,104,299,194,466
ENSMUSG00000005674,1471,1820,1733,1633,1730,1656
ENSMUSG00000005677,15,13,22,18,14,13
ENSMUSG00000005681,14,18,22,22,3,9
ENSMUSG00000005682,9262,12454,9693,9974,11048,12056
ENSMUSG00000005683,29959,37450,30167,30552,33230,36126
ENSMUSG00000005686,224,153,170,258,231,227
ENSMUSG00000005687,6515,8577,7736,7386,7545,7953
ENSMUSG00000005696,0,0,0,0,0,0
ENSMUSG00000005698,8410,9798,8407,10450,10219,10158
ENSMUSG00000005699,418,528,509,406,544,451
ENSMUSG00000005705,233,266,268,278,285,348
ENSMUSG00000005716,0,0,0,0,0,0
ENSMUSG00000005718,1047,1156,1185,896,1073,1248
ENSMUSG00000005732,9338,10951,11166,10367,9534,10012
ENSMUSG00000005763,12,23,12,18,29,15
ENSMUSG00000005774,832,896,573,910,924,1165
ENSMUSG00000005779,13654,16434,17141,15051,14289,16465
ENSMUSG00000005800,0,0,0,0,0,0
ENSMUSG00000005802,4644,5358,3881,5647,5139,5775
ENSMUSG00000005803,272,216,271,416,493,226
ENSMUSG00000005804,2128,2360,2225,2263,2859,2497
ENSMUSG00000005813,12110,14349,11927,13339,13046,14452
ENSMUSG00000005823,2255,2795,2585,2808,2830,2862
ENSMUSG00000005824,0,0,0,0,0,0
ENSMUSG00000005836,391,393,340,492,631,354
ENSMUSG00000005846,21821,26103,24612,27150,25927,26986
ENSMUSG00000005864,4,13,10,9,16,11
ENSMUSG00000005871,10159,11192,6971,11674,12195,11696
ENSMUSG00000005873,6345,7624,7405,7210,7508,7642
ENSMUSG00000005881,6157,7786,7632,7479,7412,7574
ENSMUSG00000005882,3954,4489,4267,4556,4835,4818
ENSMUSG00000005883,4,2,1,4,2,6
ENSMUSG00000005886,3592,3940,2688,3839,4963,4464
ENSMUSG00000005891,0,0,1,0,0,0
ENSMUSG00000005892,1,0,0,0,0,0
ENSMUSG00000005893,2866,3173,2450,3247,2934,3092
ENSMUSG00000005897,400,534,380,505,309,470
ENSMUSG00000005899,6587,7384,7091,7840,7401,7604
ENSMUSG00000005907,1427,1739,1264,1663,2004,1854
ENSMUSG00000005917,617,581,582,509,923,639
ENSMUSG00000005936,6798,7870,7320,7786,7708,8139
ENSMUSG00000005947,13,10,13,12,8,16
ENSMUSG00000005949,1104,1517,1101,1528,1538,1727
ENSMUSG00000005950,144,180,207,154,200,203
ENSMUSG00000005951,74,92,76,90,161,88
ENSMUSG00000005952,2,6,2,20,8,2
ENSMUSG00000005958,925,808,835,1066,1082,886
ENSMUSG00000005968,1362,1410,1424,1754,1564,1418
ENSMUSG00000005973,5325,5769,6394,5483,6034,6288
ENSMUSG00000005980,5,3,8,10,7,8
ENSMUSG00000005981,11624,13990,13218,12726,15122,14957
ENSMUSG00000005982,2739,2838,3056,2864,3011,2907
ENSMUSG00000005983,97,116,135,102,181,179
ENSMUSG00000005986,569,514,545,582,910,513
ENSMUSG00000005994,0,0,0,0,0,0
ENSMUSG00000006005,25853,30865,24024,29685,31166,27943
ENSMUSG00000006007,0,0,0,0,0,0
ENSMUSG00000006010,2415,2954,2284,2856,3195,2930
ENSMUSG00000006014,18,35,18,37,49,26
ENSMUSG00000006019,1576,1802,1927,1598,2154,1917
ENSMUSG00000006021,741,901,909,783,783,881
ENSMUSG00000006024,7485,9666,10108,10601,9988,9826
ENSMUSG00000006050,3324,4150,4300,3927,4010,4322
ENSMUSG00000006056,3,2,0,5,0,12
ENSMUSG00000006057,3741,4650,4461,4395,4246,4394
ENSMUSG00000006058,2890,3439,3461,3022,3342,3239
ENSMUSG00000006095,1066,1416,1142,1163,1144,1273
ENSMUSG00000006127,1354,1480,1380,1621,1596,1753
ENSMUSG00000006134,5903,7036,5469,7002,7423,7010
ENSMUSG00000006143,41,21,27,31,55,25
ENSMUSG00000006154,189,197,242,207,199,235
ENSMUSG00000006169,8343,9789,8217,10166,9449,10510
ENSMUSG00000006179,447,647,516,424,442,569
ENSMUSG00000006191,1368,1692,1560,1625,1773,1694
ENSMUSG00000006200,4357,8760,4140,6126,1661,16900
ENSMUSG00000006204,0,0,0,0,2,0
ENSMUSG00000006205,25906,29385,23331,25270,32011,26321
ENSMUSG00000006215,1179,1226,1282,1308,1394,1344
ENSMUSG00000006216,0,0,0,0,0,2
ENSMUSG00000006218,52,59,49,72,50,76
ENSMUSG00000006219,9064,10730,10042,10920,11774,12928
ENSMUSG00000006221,0,1,2,1,2,0
ENSMUSG00000006235,123,141,136,173,175,152
ENSMUSG00000006241,169,157,134,190,154,206
ENSMUSG00000006262,2134,2468,1533,2849,2563,2304
ENSMUSG00000006269,11,20,15,12,25,20
ENSMUSG00000006270,20,14,30,30,39,12
ENSMUSG00000006273,6902,8421,7459,8810,9382,8176
ENSMUSG00000006276,4949,6139,5475,6197,6892,6277
ENSMUSG00000006281,1850,2041,1804,2139,1697,2169
ENSMUSG00000006288,1046,1592,1155,1259,1528,1717
ENSMUSG00000006289,2847,3275,3632,3454,3409,3784
ENSMUSG00000006299,13015,17254,16708,16573,14809,18071
ENSMUSG00000006301,7177,8851,7450,8439,10048,9461
ENSMUSG00000006304,27892,34052,31426,31583,35359,35540
ENSMUSG00000006307,5320,5548,5348,5395,6189,6429
ENSMUSG00000006310,207,215,224,273,295,402
