gene_id,s_mtsc_complete_wt,s_mtsc_ezr_a1_td_single_tdbl,s_mtsc_ezr_d1_td_single_tdbl,s_mtsc_klf5_a3_tdbl_first_half,s_mtsc_klf5_d3_tdbl_first_half,s_mtsc_rin3_g2_tftd_dis_homozy_del,s_mtsc_rin3_h2_tftd_dis_insertion_td
ENSMUSG00000002617,84,197,89,57,83,29,37
ENSMUSG00000002625,4095,2957,2975,3024,3588,3117,2776
ENSMUSG00000002633,2,4,2,1,0,0,0
ENSMUSG00000002635,894,663,777,744,785,686,737
ENSMUSG00000002658,4885,4889,6262,5188,5827,6182,4583
ENSMUSG00000002660,3842,3842,4230,3882,3789,3809,3132
ENSMUSG00000002661,534,377,375,330,421,447,344
ENSMUSG00000002664,2,0,2,0,1,0,0
ENSMUSG00000002668,35,7,81,34,152,213,91
ENSMUSG00000002679,1403,1498,1684,1491,1436,1848,1513
ENSMUSG00000002688,43,26,139,107,73,83,29
ENSMUSG00000002699,0,0,0,0,0,0,0
ENSMUSG00000002718,20357,14047,20119,18227,17954,20808,18594
ENSMUSG00000002728,4263,3161,4519,4336,4742,4956,4212
ENSMUSG00000002731,948,860,796,672,809,793,843
ENSMUSG00000002732,62,33,72,54,38,115,70
ENSMUSG00000002733,2865,1780,3870,3525,3085,3774,2635
ENSMUSG00000002741,5330,5728,6435,5465,5562,7128,5363
ENSMUSG00000002748,13897,11207,14091,12500,12214,12526,12217
ENSMUSG00000002763,2756,2979,2887,2417,2987,2926,2661
ENSMUSG00000002767,4052,3217,3692,3200,4142,4574,3664
ENSMUSG00000002768,2589,2713,2726,2160,2792,3109,2391
ENSMUSG00000002769,368,231,161,165,161,321,290
ENSMUSG00000002771,242,111,263,255,188,283,242
ENSMUSG00000002778,5894,4732,6017,5308,5752,7263,5855
ENSMUSG00000002781,741,477,495,410,744,635,676
ENSMUSG00000002791,0,1,0,0,1,3,0
ENSMUSG00000002797,386,308,396,319,370,432,467
ENSMUSG00000002799,3104,2650,2925,3067,2010,2411,2964
ENSMUSG00000002803,733,653,529,530,565,790,651
ENSMUSG00000002804,638,480,430,427,497,718,654
ENSMUSG00000002808,0,8,6,14,6,7,4
ENSMUSG00000002812,13679,15871,11844,10866,11793,13351,13902
ENSMUSG00000002814,1614,1153,1418,1202,1438,1831,1678
ENSMUSG00000002820,1960,1536,2173,1851,2333,2445,1988
ENSMUSG00000002825,1760,1469,1855,1575,1793,1906,1716
ENSMUSG00000002831,13,1,3,9,9,18,8
ENSMUSG00000002833,8436,6635,7995,7695,8785,8950,7899
ENSMUSG00000002835,6844,5172,7212,6679,7219,7305,5752
ENSMUSG00000002844,6082,6806,5285,4560,6502,6418,5813
ENSMUSG00000002845,2985,3082,2863,2867,3067,3149,2707
ENSMUSG00000002846,2315,2305,2071,1799,2282,2471,2546
ENSMUSG00000002847,597,831,645,618,1075,987,1186
ENSMUSG00000002870,19470,9358,19648,18457,24689,19676,16317
ENSMUSG00000002871,1741,976,1516,1456,2248,1703,1619
ENSMUSG00000002881,1949,2725,2400,2133,1629,2127,1897
ENSMUSG00000002885,7696,9730,8904,6719,7758,9890,9374
ENSMUSG00000002897,1116,848,1434,1225,1573,1375,1152
ENSMUSG00000002900,15014,6746,15981,14937,11405,14087,12257
ENSMUSG00000002908,358,190,179,150,297,341,491
ENSMUSG00000002910,302,250,323,296,274,418,307
ENSMUSG00000002930,0,0,0,0,0,0,0
ENSMUSG00000002944,0,0,0,0,0,0,0
ENSMUSG00000002948,2958,2327,2504,2198,2555,2702,2491
ENSMUSG00000002949,4692,4468,3611,3362,4115,4549,3992
ENSMUSG00000002957,11822,8646,12820,11543,10989,12641,12205
ENSMUSG00000002963,1371,1350,1383,1151,1469,1475,1206
ENSMUSG00000002968,2629,2450,2672,2525,2801,3045,2741
ENSMUSG00000002980,631,154,515,375,658,586,677
ENSMUSG00000002981,4427,4188,5472,4400,3827,5360,4099
ENSMUSG00000002983,703,597,863,680,746,899,814
ENSMUSG00000002984,3767,3631,5015,4546,4543,4263,3373
ENSMUSG00000002985,184,120,306,279,267,559,484
ENSMUSG00000002992,0,0,0,0,0,0,1
ENSMUSG00000002996,3725,3822,2621,2421,2745,3740,3693
ENSMUSG00000002997,81,35,88,69,72,94,132
ENSMUSG00000003031,2851,2408,2443,2382,3934,2458,2585
ENSMUSG00000003032,270,243,329,326,544,692,541
ENSMUSG00000003033,4653,5694,5332,4714,4758,4753,4292
ENSMUSG00000003037,3724,3627,4399,3805,3749,4650,3198
ENSMUSG00000003038,4799,3547,5754,5318,4653,6568,5136
ENSMUSG00000003039,4255,3537,4249,4107,4143,4494,3477
ENSMUSG00000003051,319,86,615,395,363,1054,423
ENSMUSG00000003053,0,0,0,0,0,0,0
ENSMUSG00000003062,1192,1250,1094,985,1164,1263,1159
ENSMUSG00000003068,4398,3731,5003,4563,4800,4604,3588
ENSMUSG00000003070,516,317,595,522,447,788,706
ENSMUSG00000003072,10671,10775,12310,10872,11181,13828,10432
ENSMUSG00000003099,13011,7421,13184,12264,11788,13756,12192
ENSMUSG00000003119,7223,5412,6677,6591,5143,6041,6193
ENSMUSG00000003123,302,304,242,306,368,300,254
ENSMUSG00000003131,5152,4859,4870,4491,4538,5023,4510
ENSMUSG00000003134,1197,1446,1258,1046,818,1336,1519
ENSMUSG00000003135,3710,3426,4198,3631,3406,4060,3911
ENSMUSG00000003153,28175,25265,10955,16510,7720,14724,23489
ENSMUSG00000003154,1949,1768,2216,1633,2135,2065,2003
ENSMUSG00000003161,3064,5628,4199,3658,2063,4070,3278
ENSMUSG00000003166,3769,2902,3854,3289,3683,3959,3544
ENSMUSG00000003184,1158,1112,1175,1036,1198,1260,1050
ENSMUSG00000003190,365,348,382,356,373,328,273
ENSMUSG00000003198,270,227,327,304,234,393,384
ENSMUSG00000003199,2559,1706,1820,1626,2135,2643,2565
ENSMUSG00000003200,4697,4903,5469,4480,5544,5696,4872
ENSMUSG00000003206,5,4,2,10,18,7,7
ENSMUSG00000003208,868,683,871,795,757,978,761
ENSMUSG00000003226,23591,22085,22297,20524,18447,21194,21276
ENSMUSG00000003227,0,0,0,0,0,0,0
ENSMUSG00000003228,157,79,391,275,143,216,131
ENSMUSG00000003233,5333,5362,5837,5216,4666,5656,5545
ENSMUSG00000003234,4051,3418,3822,3263,3705,3924,3487
ENSMUSG00000003235,9603,8581,9436,8338,9644,9693,8917
ENSMUSG00000003269,3650,3076,4664,3531,4130,4393,3543
ENSMUSG00000003271,51,27,32,18,48,82,64
ENSMUSG00000003273,464,261,338,273,424,448,404
ENSMUSG00000003279,158,94,95,90,103,70,79
ENSMUSG00000003282,104,176,63,64,133,66,116
ENSMUSG00000003283,9,6,2,4,2,8,7
ENSMUSG00000003299,3372,3030,3490,3072,3473,4223,3376
ENSMUSG00000003308,2372,2444,2681,2345,2807,3044,2775
ENSMUSG00000003309,9,7,9,7,42,93,4
ENSMUSG00000003316,14225,16084,12608,11199,12265,12508,12669
ENSMUSG00000003341,78,10,59,40,87,88,58
ENSMUSG00000003344,1068,638,906,778,1323,1197,1317
ENSMUSG00000003345,9969,7837,10314,9368,9951,10525,9108
ENSMUSG00000003346,2073,1936,2399,2004,2522,2600,1933
ENSMUSG00000003348,1937,2836,2878,2373,2105,2688,1918
ENSMUSG00000003352,2287,1348,2638,2362,2258,2667,2527
ENSMUSG00000003354,9,6,6,4,17,8,6
ENSMUSG00000003355,628,401,1142,681,1627,817,67
ENSMUSG00000003360,7963,4839,8041,7073,7885,8148,7236
ENSMUSG00000003363,993,686,899,564,1895,2564,720
ENSMUSG00000003378,551,304,382,370,383,528,720
ENSMUSG00000003379,12,19,19,11,16,22,8
ENSMUSG00000003380,1181,1356,1394,1054,1398,1534,1102
ENSMUSG00000003382,2004,1348,2694,2033,1485,3352,2343
ENSMUSG00000003402,10284,10221,11892,10163,11772,11982,9613
ENSMUSG00000003410,31,37,39,36,23,13,23
ENSMUSG00000003411,317,247,278,303,475,377,280
ENSMUSG00000003418,8,5,18,18,13,11,7
ENSMUSG00000003420,13,2,12,7,2,22,15
ENSMUSG00000003421,1531,1837,1871,1625,1697,1792,1359
ENSMUSG00000003423,2289,1864,2312,2229,2168,2743,2386
ENSMUSG00000003429,29884,21870,31191,28009,30145,31965,26435
ENSMUSG00000003435,11845,11911,13376,10984,12194,13157,11142
ENSMUSG00000003436,36,35,45,38,20,54,50
ENSMUSG00000003437,2118,1810,2536,2390,2342,2860,2083
ENSMUSG00000003438,2071,2002,2397,1955,2078,2448,1862
ENSMUSG00000003444,331,369,462,385,372,528,368
ENSMUSG00000003452,11,5,13,5,7,0,1
ENSMUSG00000003458,7015,6916,7930,6757,6485,7196,6373
ENSMUSG00000003464,4911,3975,4595,4289,4464,5755,4830
ENSMUSG00000003469,17,1,6,11,5,32,31
ENSMUSG00000003476,13,2,6,1,4,21,9
ENSMUSG00000003477,0,0,0,0,0,0,0
ENSMUSG00000003484,0,0,5,0,0,1,3
ENSMUSG00000003500,4108,3145,5402,4652,6002,4975,3655
ENSMUSG00000003505,1,1,8,4,0,7,5
ENSMUSG00000003518,4577,3944,4727,4010,4047,5122,4958
ENSMUSG00000003526,6811,3571,6840,6590,6453,8519,6733
ENSMUSG00000003527,2298,1746,2182,2082,2068,2027,1925
ENSMUSG00000003528,4342,3166,3483,3183,4479,4626,3625
ENSMUSG00000003531,2360,1721,2126,1784,2464,2729,2104
ENSMUSG00000003534,4918,5477,5207,3976,5431,6815,6240
ENSMUSG00000003541,1458,3296,2252,1536,3744,2420,1144
ENSMUSG00000003545,277,228,389,300,503,2092,2484
ENSMUSG00000003546,680,750,823,579,674,952,633
ENSMUSG00000003549,2951,2675,3066,3149,3873,2943,2809
ENSMUSG00000003555,1,1,1,1,0,0,0
ENSMUSG00000003559,112,1,167,69,25,148,20
ENSMUSG00000003573,1534,1113,1137,1171,936,1487,1195
ENSMUSG00000003575,958,704,1027,832,818,1076,1110
ENSMUSG00000003581,892,874,955,808,856,1016,798
ENSMUSG00000003585,453,352,549,388,515,694,559
ENSMUSG00000003604,1269,1098,1800,1552,1075,1407,1155
ENSMUSG00000003617,6,2,7,11,1,1,0
ENSMUSG00000003623,2369,1652,2234,1988,2189,4194,2486
ENSMUSG00000003644,7487,7998,8134,6585,9429,8078,6753
ENSMUSG00000003657,0,0,0,0,0,2,0
ENSMUSG00000003660,27664,21739,25194,24384,24341,23561,26499
ENSMUSG00000003662,3326,2684,3390,3208,3270,3435,2786
ENSMUSG00000003665,0,1,0,0,0,0,0
ENSMUSG00000003680,848,870,874,776,812,979,834
ENSMUSG00000003721,1488,1330,1334,1202,1153,1336,1253
ENSMUSG00000003731,6396,7045,6396,5687,5786,6240,5503
ENSMUSG00000003746,1307,2039,2602,1616,933,2179,1715
ENSMUSG00000003752,563,545,629,561,546,504,524
ENSMUSG00000003762,458,528,497,382,475,556,395
ENSMUSG00000003778,11439,9103,9552,9061,9387,10563,10334
ENSMUSG00000003779,12758,11769,13320,13095,13816,14812,12412
ENSMUSG00000003808,5030,4639,5724,5047,4562,5772,4550
ENSMUSG00000003809,3042,2089,2773,2485,2880,3348,3070
ENSMUSG00000003810,10558,12615,13698,10431,14346,13125,10756
ENSMUSG00000003812,1181,1101,1529,1113,1872,1981,1175
ENSMUSG00000003813,5717,6661,6008,5176,6196,5735,4983
ENSMUSG00000003814,42674,40856,62052,50354,52700,55063,38895
ENSMUSG00000003824,1605,1786,1265,1133,1810,1554,1173
ENSMUSG00000003847,11087,8530,7742,7660,5682,4617,8179
ENSMUSG00000003848,4012,3409,4099,3548,4113,3605,3319
ENSMUSG00000003849,371,176,313,237,278,365,446
ENSMUSG00000003863,243,257,315,214,311,440,313
ENSMUSG00000003865,4663,4206,3982,3272,3549,3993,3479
ENSMUSG00000003868,6511,5679,6431,6155,6274,6321,5344
ENSMUSG00000003872,28,26,54,28,27,44,30
ENSMUSG00000003873,2034,1807,2050,1832,2037,2261,1962
ENSMUSG00000003882,0,0,0,0,0,0,0
ENSMUSG00000003923,4900,4099,4957,4474,4951,5203,4414
ENSMUSG00000003929,1055,951,924,904,753,889,884
ENSMUSG00000003934,163,168,143,106,148,370,272
ENSMUSG00000003948,1234,868,1032,1035,953,1366,1320
ENSMUSG00000003949,10,1,12,16,5,11,7
ENSMUSG00000003955,2767,2055,2417,2127,2687,1820,1470
ENSMUSG00000003970,81024,52225,79675,74839,81197,85949,72815
ENSMUSG00000003974,0,0,0,1,0,0,0
ENSMUSG00000003992,811,303,693,807,489,640,686
ENSMUSG00000004018,371,324,433,382,427,396,322
ENSMUSG00000004031,18,0,21,10,4,9,7
ENSMUSG00000004032,1243,623,935,803,954,1301,1059
ENSMUSG00000004035,162,131,143,127,148,321,365
ENSMUSG00000004038,0,0,0,0,1,6,0
ENSMUSG00000004040,9016,7563,7885,6539,8093,9880,8368
ENSMUSG00000004043,1345,1305,1112,938,973,1209,1184
ENSMUSG00000004044,5345,10012,5604,4114,8250,5853,5230
ENSMUSG00000004054,2403,2442,2726,2276,2603,2773,2333
ENSMUSG00000004056,1568,1626,1642,1317,1542,1603,1424
ENSMUSG00000004069,6339,5452,5577,4985,6373,6313,6070
ENSMUSG00000004070,2734,2861,2754,2470,2505,3459,2694
ENSMUSG00000004071,2937,2690,3128,2960,2805,3116,2819
ENSMUSG00000004085,4508,3581,4137,4439,3914,4059,5141
ENSMUSG00000004096,5550,4783,6090,5429,5481,5962,5137
ENSMUSG00000004098,660,524,793,417,408,1082,763
ENSMUSG00000004099,25304,20532,25380,24521,26324,23708,20727
ENSMUSG00000004100,7299,5617,7852,7141,7648,7717,6511
ENSMUSG00000004105,43,41,18,16,23,47,33
ENSMUSG00000004110,1,4,4,5,5,2,5
ENSMUSG00000004113,205,102,138,164,139,97,187
ENSMUSG00000004127,1429,977,1615,1632,1147,1312,1308
ENSMUSG00000004151,21,42,7,27,13,26,42
ENSMUSG00000004187,245,117,277,264,295,406,271
ENSMUSG00000004207,44746,52532,48314,37873,42155,59964,49788
ENSMUSG00000004221,1420,1527,1298,1207,1180,1537,1362
ENSMUSG00000004231,38,32,27,26,9,24,49
ENSMUSG00000004233,759,553,673,572,503,723,696
ENSMUSG00000004263,717,502,1018,921,983,943,724
ENSMUSG00000004264,15758,10653,18848,16641,21682,16388,13711
ENSMUSG00000004266,2235,1126,1839,1318,2776,2084,1577
ENSMUSG00000004267,2221,581,2028,1932,2630,2230,1812
ENSMUSG00000004268,5600,3776,6178,5459,8267,5998,4861
ENSMUSG00000004270,4430,3482,4447,3586,5450,4824,4014
ENSMUSG00000004285,4297,2977,4379,3611,6281,4785,3980
ENSMUSG00000004296,0,0,0,0,0,0,0
ENSMUSG00000004317,20205,14350,18111,19559,10062,15543,19707
ENSMUSG00000004319,6231,6279,5254,4867,3742,4725,4974
ENSMUSG00000004328,1374,397,1103,686,768,1192,692
ENSMUSG00000004341,0,0,0,0,0,0,0
ENSMUSG00000004344,0,0,0,1,0,0,1
ENSMUSG00000004347,62,32,65,41,67,56,69
ENSMUSG00000004356,16071,13810,16897,17047,12505,14518,14282
ENSMUSG00000004359,0,0,0,0,0,0,1
ENSMUSG00000004360,6,2,15,7,1,13,7
ENSMUSG00000004364,10882,9155,10962,9927,8308,9732,10039
ENSMUSG00000004366,0,0,0,0,0,0,0
ENSMUSG00000004371,66,51,96,50,187,79,72
ENSMUSG00000004383,1200,1221,1167,1050,1002,1397,1274
ENSMUSG00000004393,6635,5258,6398,5923,6448,6495,5558
ENSMUSG00000004394,2706,2543,2748,2170,2611,2921,2717
ENSMUSG00000004415,5,7,3,3,8,11,10
ENSMUSG00000004446,1153,575,999,946,1541,1033,1141
ENSMUSG00000004451,4833,6259,4867,3867,4393,5729,4544
ENSMUSG00000004455,6365,6923,6695,6724,6080,7563,6200
ENSMUSG00000004460,5804,5849,9445,7076,6426,7423,5084
ENSMUSG00000004462,1243,895,1222,977,1061,1245,1186
ENSMUSG00000004473,61,30,36,28,55,40,42
ENSMUSG00000004500,667,794,778,653,520,773,736
ENSMUSG00000004508,124,182,364,166,137,240,104
ENSMUSG00000004530,21303,21030,20495,16331,15526,20953,21058
ENSMUSG00000004535,10361,8146,10683,9786,13727,10665,9769
ENSMUSG00000004540,21,11,17,14,6,24,15
ENSMUSG00000004542,11,5,19,15,2,43,7
ENSMUSG00000004552,0,0,0,0,0,0,0
ENSMUSG00000004558,878,253,682,470,1002,1017,766
ENSMUSG00000004561,905,362,814,825,746,867,686
ENSMUSG00000004562,3753,2071,3568,3003,2416,2798,2480
ENSMUSG00000004565,5726,4756,5793,4866,5178,5427,5528
ENSMUSG00000004567,6600,3504,4237,3641,4661,4507,5411
ENSMUSG00000004568,2285,2097,2654,2099,2413,2950,2355
ENSMUSG00000004591,7229,6784,7301,6599,5917,7345,7073
ENSMUSG00000004609,1,0,0,2,0,0,0
ENSMUSG00000004610,172,176,221,166,175,217,167
ENSMUSG00000004612,1,0,0,0,0,0,1
ENSMUSG00000004626,7560,6656,6795,5701,7689,7899,7098
ENSMUSG00000004630,0,0,0,0,0,1,0
ENSMUSG00000004631,296,133,190,104,78,164,134
ENSMUSG00000004633,90,20,179,155,150,99,75
ENSMUSG00000004637,555,424,420,406,480,536,515
ENSMUSG00000004642,4103,3279,5201,4895,4502,5557,4294
ENSMUSG00000004651,0,0,0,0,0,0,0
ENSMUSG00000004654,0,0,0,0,0,0,0
ENSMUSG00000004655,0,0,1,0,0,0,2
ENSMUSG00000004661,1828,1625,1615,1514,1242,1297,1580
ENSMUSG00000004665,9516,12393,11964,9224,11896,12259,9802
ENSMUSG00000004667,10363,10501,9000,8203,10944,10813,9644
ENSMUSG00000004668,0,0,2,1,0,0,1
ENSMUSG00000004677,5170,5817,4916,4359,4337,5431,5300
ENSMUSG00000004698,30,8,16,10,18,32,35
ENSMUSG00000004707,0,0,0,0,0,0,0
ENSMUSG00000004709,0,0,0,0,0,0,1
ENSMUSG00000004730,0,0,0,0,0,0,0
ENSMUSG00000004748,759,434,873,665,1050,1014,901
ENSMUSG00000004768,2210,1830,2169,2100,1910,1998,1930
ENSMUSG00000004771,3394,3538,3616,3255,3028,3632,3231
ENSMUSG00000004788,3308,3831,3783,3278,3549,3712,2905
ENSMUSG00000004789,14248,13832,13936,12682,13280,14936,12690
ENSMUSG00000004791,134,79,86,82,74,135,83
ENSMUSG00000004798,1010,1783,933,877,788,1156,1274
ENSMUSG00000004814,0,0,0,0,0,0,0
ENSMUSG00000004815,1505,1294,1315,1196,1184,1384,1196
ENSMUSG00000004821,0,0,0,0,0,0,0
ENSMUSG00000004837,20,5,3,14,0,9,2
ENSMUSG00000004842,0,0,0,0,0,0,0
ENSMUSG00000004843,2529,2841,2442,1973,2293,2651,2435
ENSMUSG00000004846,5291,4599,6326,4854,5149,6010,4508
ENSMUSG00000004849,4951,5718,5423,4243,5590,6027,4629
ENSMUSG00000004864,816,570,499,513,612,833,772
ENSMUSG00000004865,13535,9339,12693,11969,12925,12860,12056
ENSMUSG00000004872,387,372,311,325,421,356,412
ENSMUSG00000004880,12455,7150,9515,8720,9409,9896,10788
ENSMUSG00000004885,10,14,11,10,16,32,46
ENSMUSG00000004891,5436,3738,6206,5900,5230,5685,4451
ENSMUSG00000004892,326,48,136,126,197,165,279
ENSMUSG00000004894,1,1,0,0,0,1,0
ENSMUSG00000004895,4051,2841,4339,3896,4424,4802,3793
ENSMUSG00000004896,1648,732,1386,1173,1414,1327,1284
ENSMUSG00000004897,40914,35216,39037,38774,40164,40403,32474
ENSMUSG00000004902,4,0,7,7,9,108,74
ENSMUSG00000004929,4483,3411,4769,4267,4782,4430,3675
ENSMUSG00000004931,3215,2890,3166,2609,3533,2807,2555
ENSMUSG00000004933,36,7,30,10,10,30,30
ENSMUSG00000004934,2256,1911,1870,1690,2170,2125,2036
ENSMUSG00000004936,11075,8714,10372,9477,10774,11485,9214
ENSMUSG00000004937,8209,6829,8817,7209,7895,8628,6927
ENSMUSG00000004939,0,0,0,0,0,0,0
ENSMUSG00000004945,1278,922,1273,1247,1394,1631,1270
ENSMUSG00000004947,2416,2119,2163,1731,2078,2485,2080
ENSMUSG00000004948,0,2,0,0,1,0,5
ENSMUSG00000004951,4904,3583,10971,7353,6116,9010,4361
ENSMUSG00000004952,994,2279,725,674,1040,1107,862
ENSMUSG00000004961,38,1,2,5,4,1,6
ENSMUSG00000004980,71708,44372,76463,71668,76247,79567,65131
ENSMUSG00000004988,0,0,0,0,0,0,0
ENSMUSG00000004994,783,709,575,543,803,758,653
ENSMUSG00000004996,2580,2306,2332,2229,2574,2807,2462
ENSMUSG00000005034,3907,2463,3460,3096,3376,3599,3662
ENSMUSG00000005043,1378,1336,1430,1175,1101,1740,1381
ENSMUSG00000005045,85,63,45,27,97,106,114
ENSMUSG00000005054,4226,5298,5046,3662,4812,5469,3875
ENSMUSG00000005057,2638,3005,2671,2170,2727,2984,2594
ENSMUSG00000005069,3601,2601,3589,2601,5155,4492,3630
ENSMUSG00000005078,1997,2213,2222,1910,1710,2442,1993
ENSMUSG00000005087,78,10,3,3,153,95,2
ENSMUSG00000005089,13,2,14,7,3,5,16
ENSMUSG00000005102,2339,1555,2096,1997,1912,2493,2339
ENSMUSG00000005103,12080,11750,14878,11945,15442,13003,9526
ENSMUSG00000005107,59,11,30,50,38,44,43
ENSMUSG00000005124,168,218,665,261,96,152,167
ENSMUSG00000005125,6983,2692,2845,2585,3576,2642,3545
ENSMUSG00000005131,76,46,49,58,87,124,112
ENSMUSG00000005142,5199,4474,5566,4822,4592,6446,5173
ENSMUSG00000005148,12826,6085,8815,6738,6049,10296,9931
ENSMUSG00000005150,1331,1031,1228,1210,1432,1466,1084
ENSMUSG00000005161,9814,7107,9733,9068,8692,12027,8401
ENSMUSG00000005198,29588,22137,37602,34661,27651,32511,31201
ENSMUSG00000005202,0,0,0,0,0,0,0
ENSMUSG00000005204,9310,7467,10137,9206,9546,9863,8764
ENSMUSG00000005220,5,2,2,11,3,2,9
ENSMUSG00000005225,2134,1934,1797,1653,2058,2260,2180
ENSMUSG00000005232,0,0,1,2,2,0,2
ENSMUSG00000005233,3381,2645,2994,2926,3090,3549,3401
ENSMUSG00000005237,24,6,7,16,21,27,21
ENSMUSG00000005251,1288,1510,1440,1288,1278,1384,1035
ENSMUSG00000005262,3120,3184,3675,3384,3165,3588,2762
ENSMUSG00000005267,118,21,101,71,180,85,53
ENSMUSG00000005268,26,81,71,82,6,63,63
ENSMUSG00000005299,5363,5157,5503,5041,5227,5947,4996
ENSMUSG00000005312,18874,16422,18523,17053,15866,17737,16947
ENSMUSG00000005320,8735,5630,8497,7401,10556,8682,7988
ENSMUSG00000005338,12,1,5,6,6,10,17
ENSMUSG00000005339,0,0,2,0,0,0,0
ENSMUSG00000005354,7243,5246,7368,6490,7405,8553,7071
ENSMUSG00000005355,0,0,0,2,0,0,1
ENSMUSG00000005357,98,67,73,75,96,68,111
ENSMUSG00000005360,1,2,1,0,0,2,0
ENSMUSG00000005362,2159,1496,1661,1491,1969,1794,1924
ENSMUSG00000005364,2348,801,1899,2955,1507,652,911
ENSMUSG00000005370,16807,11636,13645,14758,14560,14698,15622
ENSMUSG00000005371,4320,4408,4354,3903,3780,4153,4421
ENSMUSG00000005373,381,125,219,184,283,445,454
ENSMUSG00000005374,3139,2510,3477,2899,3011,2743,2078
ENSMUSG00000005378,3846,3520,4286,3810,3821,4325,3270
ENSMUSG00000005397,34835,25384,24947,24068,22764,30932,30011
ENSMUSG00000005410,16478,12083,17053,16423,17141,17701,13326
ENSMUSG00000005413,7489,5585,10407,7456,7367,7623,5371
ENSMUSG00000005417,15579,17631,15012,13176,13763,15241,15964
ENSMUSG00000005442,3224,4341,3336,3081,3046,3554,3737
ENSMUSG00000005447,943,922,1048,916,1078,945,777
ENSMUSG00000005465,1,1,0,3,0,10,1
ENSMUSG00000005469,3440,2477,3238,3128,2803,3520,3301
ENSMUSG00000005470,3175,2603,3823,3433,3608,3726,2608
ENSMUSG00000005474,2,1,8,5,9,9,7
ENSMUSG00000005481,9919,11442,12741,12193,11301,10806,7430
ENSMUSG00000005483,4688,4008,4963,4213,5086,5553,4223
ENSMUSG00000005493,11,4,4,11,3,15,6
ENSMUSG00000005501,1417,1184,1274,1158,1073,1307,1278
ENSMUSG00000005503,19,2,28,29,12,15,43
ENSMUSG00000005505,1563,1113,1485,1308,1318,1552,1214
ENSMUSG00000005506,35864,20984,31180,31447,27837,30437,30291
ENSMUSG00000005510,3700,2603,3600,3185,3482,4368,3586
ENSMUSG00000005514,7524,10671,6857,5895,6216,7197,5891
ENSMUSG00000005533,4517,3665,5158,4701,4031,5578,5447
ENSMUSG00000005534,6992,4650,5260,5407,4736,5210,5956
ENSMUSG00000005540,0,0,0,0,0,0,0
ENSMUSG00000005547,0,0,0,0,0,0,0
ENSMUSG00000005553,1,0,0,0,0,2,1
ENSMUSG00000005566,32031,21042,33945,30381,27515,35406,30951
ENSMUSG00000005575,5875,4300,6514,5717,6034,6656,5391
ENSMUSG00000005580,466,473,451,387,302,435,511
ENSMUSG00000005583,14,5,17,6,29,8,15
ENSMUSG00000005609,7604,4835,9463,7568,6582,8983,8396
ENSMUSG00000005610,70890,49520,85963,77989,63653,75703,66810
ENSMUSG00000005611,7,1,3,3,2,1,7
ENSMUSG00000005615,1529,2077,1583,1429,1273,1570,1588
ENSMUSG00000005621,5699,4214,4135,3839,3774,4469,4537
ENSMUSG00000005625,11793,10507,13546,11065,13737,14889,10446
ENSMUSG00000005628,15,10,28,16,28,20,18
ENSMUSG00000005640,40,3,20,22,15,68,45
ENSMUSG00000005649,5,2,4,10,6,6,2
ENSMUSG00000005656,4159,3663,4154,3713,3776,4782,3985
ENSMUSG00000005667,12798,7385,8443,8442,13763,9982,10706
ENSMUSG00000005672,170,34,183,136,172,586,246
ENSMUSG00000005674,1179,1031,1326,1119,1122,1343,1097
ENSMUSG00000005677,1,0,1,1,1,1,3
ENSMUSG00000005681,11,4,19,11,10,18,13
ENSMUSG00000005682,9634,8204,7687,6654,10453,9924,9248
ENSMUSG00000005683,25811,27838,29066,24787,34591,30568,25177
ENSMUSG00000005686,258,162,145,166,147,111,234
ENSMUSG00000005687,6794,3872,5883,4979,6662,6612,5836
ENSMUSG00000005696,0,0,0,0,0,0,0
ENSMUSG00000005698,8176,5899,7542,7145,6456,7454,7400
ENSMUSG00000005699,348,360,386,301,426,387,343
ENSMUSG00000005705,120,242,108,119,102,237,156
ENSMUSG00000005716,0,0,0,0,0,0,0
ENSMUSG00000005718,921,665,720,738,816,678,610
ENSMUSG00000005732,7418,7022,8673,7744,7843,8084,6176
ENSMUSG00000005763,0,2,4,1,1,1,6
ENSMUSG00000005774,778,347,603,587,678,1036,721
ENSMUSG00000005779,11479,9134,13150,11669,13828,14722,9902
ENSMUSG00000005800,0,0,0,0,0,0,0
ENSMUSG00000005802,4275,3523,4547,4170,4219,4524,3469
ENSMUSG00000005803,299,325,168,159,185,142,178
ENSMUSG00000005804,2028,1473,1809,1489,1913,2094,2152
ENSMUSG00000005813,10391,6898,10860,9542,10101,11038,8741
ENSMUSG00000005823,1977,2002,1878,1631,1938,2225,1940
ENSMUSG00000005824,0,0,0,0,0,0,0
ENSMUSG00000005836,351,318,356,297,239,339,465
ENSMUSG00000005846,18233,15833,18819,17296,17350,18686,16089
ENSMUSG00000005864,11,5,4,5,5,4,13
ENSMUSG00000005871,10443,8826,9254,8917,7466,8603,10674
ENSMUSG00000005873,5612,6921,6400,5502,5431,6584,5338
ENSMUSG00000005881,5372,4551,5601,4799,5489,5780,4514
ENSMUSG00000005882,3113,2733,2990,2814,3064,3633,3190
ENSMUSG00000005883,0,4,4,5,8,1,0
ENSMUSG00000005886,3346,3617,3454,2821,2276,3469,3977
ENSMUSG00000005891,0,1,1,0,0,0,3
